"X1" "X2" "X3" "X4" "X5" "X6" "X7" "X8" "Y"
"390" 500.1 0 0 200 3 1124.4 613.2 28 44.13335876
"391" 450.1 50 0 200 3 1124.4 613.2 28 39.37597436
"392" 397 17.2 158 167 20.8 967 633 28 55.64760796
"393" 333 17.5 163 167 17.9 996 652 28 47.27736932
"394" 334 17.6 158 189 15.3 967 633 28 44.32641204
"395" 405 0 0 175 0 1120 695 28 52.30364936
"396" 200 200 0 190 0 1145 660 28 49.24927068
"397" 516 0 0 162 8.26 801 802 28 41.36856
"398" 145 116 119 184 5.7 833 880 28 29.15794004
"399" 160 128 122 182 6.4 824 879 28 39.39665864
"400" 234 156 0 189 5.85 981 760 28 39.300132
"401" 250 180 95 159 9.45 860 800 28 67.86512268
"402" 475 0 0 162 9.5 1044 662 28 58.52272288
"403" 285 190 0 163 7.6 1031 685 28 53.57917996
"404" 356 119 0 160 9.03 1061 657 28 58.99846132
"405" 275 180 120 162 10.35 830 765 28 76.23536132
"406" 500 0 0 151 9 1033 655 28 69.83702404
"407" 165 0.02 143.57 163.81 0 1005.6 900.9 3 14.39625888
"408" 165 128.5 132.1 175.06 8.08 1005.8 746.6 3 19.41564416
"409" 178.03 129.8 118.6 179.94 3.57 1007.3 746.8 3 20.72564856
"410" 167.35 129.9 128.62 175.46 7.79 1006.3 746.6 3 14.94094492
"411" 172.38 13.61 172.37 156.76 4.14 1006.3 856.4 3 21.29101888
"412" 173.54 50.05 173.53 164.77 6.47 1006.2 793.5 3 23.07676172
"413" 167 75.4 167 164.03 7.91 1007.3 770.1 3 15.52010476
"414" 173.81 93.37 159.9 172.34 9.73 1007.2 746.6 3 15.81657944
"415" 190.34 0 125.18 166.61 9.88 1079 798.9 3 12.5484632
"416" 250 0 95.69 191.84 5.33 948.9 857.2 3 8.48744956
"417" 213.5 0 174.24 159.21 11.66 1043.6 771.9 3 15.60973664
"418" 194.68 0 100.52 170.17 7.48 998 901.8 3 12.17614616
"419" 251.37 0 118.27 192.94 5.75 1043.6 754.3 3 11.98309288
"420" 165 0.02 143.57 163.81 0 1005.6 900.9 14 16.87837248
"421" 165 128.5 132.1 175.06 8.08 1005.8 746.6 14 33.08795324
"422" 178.03 129.8 118.6 179.94 3.57 1007.3 746.8 14 34.23937816
"423" 167.35 129.9 128.62 175.46 7.79 1006.3 746.6 14 31.81242264
"424" 172.38 13.61 172.37 156.76 4.14 1006.3 856.4 14 29.7508894
"425" 173.54 50.05 173.53 164.77 6.47 1006.2 793.5 14 33.00521612
"426" 167 75.4 167 164.03 7.91 1007.3 770.1 14 32.90179472
"427" 173.81 93.37 159.9 172.34 9.73 1007.2 746.6 14 29.55094136
"428" 190.34 0 125.18 166.61 9.88 1079 798.9 14 19.41564416
"429" 250 0 95.69 191.84 5.33 948.9 857.2 14 24.65566176
"430" 213.5 0 174.24 159.21 11.66 1043.6 771.9 14 29.59230992
"431" 194.68 0 100.52 170.17 7.48 998 901.8 14 24.28334472
"432" 251.37 0 118.27 192.94 5.75 1043.6 754.3 14 20.72564856
"433" 165 0.02 143.57 163.81 0 1005.6 900.9 28 26.200088
"434" 165 128.5 132.1 175.06 8.08 1005.8 746.6 28 46.38794528
"435" 178.03 129.8 118.6 179.94 3.57 1007.3 746.8 28 39.1622368
"436" 167.35 129.9 128.62 175.46 7.79 1006.3 746.6 28 41.20308576
"437" 172.38 13.61 172.37 156.76 4.14 1006.3 856.4 28 33.68779736
"438" 173.54 50.05 173.53 164.77 6.47 1006.2 793.5 28 38.20386516
"439" 167 75.4 167 164.03 7.91 1007.3 770.1 28 41.40992856
"440" 173.81 93.37 159.9 172.34 9.73 1007.2 746.6 28 37.81086384
"441" 190.34 0 125.18 166.61 9.88 1079 798.9 28 24.84871504
"442" 250 0 95.69 191.84 5.33 948.9 857.2 28 27.22051248
"443" 213.5 0 174.24 159.21 11.66 1043.6 771.9 28 44.63667624
"444" 194.68 0 100.52 170.17 7.48 998 901.8 28 37.2661778
"445" 251.37 0 118.27 192.94 5.75 1043.6 754.3 28 33.27411176
"446" 165 0.02 143.57 163.81 0 1005.6 900.9 56 36.56291228
"447" 165 128.5 132.1 175.06 8.08 1005.8 746.6 56 53.72396992
"448" 178.03 129.8 118.6 179.94 3.57 1007.3 746.8 56 48.58737372
"449" 167.35 129.9 128.62 175.46 7.79 1006.3 746.6 56 51.72448952
"450" 172.38 13.61 172.37 156.76 4.14 1006.3 856.4 56 35.852752
"451" 173.54 50.05 173.53 164.77 6.47 1006.2 793.5 56 53.77223324
"452" 167 75.4 167 164.03 7.91 1007.3 770.1 56 53.46196904
"453" 173.81 93.37 159.9 172.34 9.73 1007.2 746.6 56 48.9872698
"454" 190.34 0 125.18 166.61 9.88 1079 798.9 56 31.715896
"455" 250 0 95.69 191.84 5.33 948.9 857.2 56 39.64487
"456" 213.5 0 174.24 159.21 11.66 1043.6 771.9 56 51.25564584
"457" 194.68 0 100.52 170.17 7.48 998 901.8 56 43.38872468
"458" 251.37 0 118.27 192.94 5.75 1043.6 754.3 56 39.2656582
"459" 165 0.02 143.57 163.81 0 1005.6 900.9 100 37.9556538
"460" 165 128.5 132.1 175.06 8.08 1005.8 746.6 100 55.0201848
"461" 178.03 129.8 118.6 179.94 3.57 1007.3 746.8 100 49.99390476
"462" 167.35 129.9 128.62 175.46 7.79 1006.3 746.6 100 53.65502232
"463" 172.38 13.61 172.37 156.76 4.14 1006.3 856.4 100 37.6798634
"464" 173.54 50.05 173.53 164.77 6.47 1006.2 793.5 100 56.06129356
"465" 167 75.4 167 164.03 7.91 1007.3 770.1 100 56.8128224
"466" 173.81 93.37 159.9 172.34 9.73 1007.2 746.6 100 50.93848688
"467" 190.34 0 125.18 166.61 9.88 1079 798.9 100 33.56369168
"468" 250 0 95.69 191.84 5.33 948.9 857.2 100 41.1617172
"469" 213.5 0 174.24 159.21 11.66 1043.6 771.9 100 52.95865156
"470" 194.68 0 100.52 170.17 7.48 998 901.8 100 44.27814872
"471" 251.37 0 118.27 192.94 5.75 1043.6 754.3 100 40.14818748
"472" 446 24 79 162 11.61 967 712 28 57.02655996
"473" 446 24 79 162 11.64 967 712 28 44.42293868
"474" 446 24 79 162 11.64 967 712 28 51.021224
"475" 446 24 79 162 10.3 967 712 28 53.38612668
"476" 446 24 79 162 11.61 967 712 3 35.36322404
"477" 446 24 79 162 11.64 967 712 3 25.02108404
"478" 446 24 79 162 11.64 967 712 3 23.34565736
"479" 446 24 79 162 11.61 967 712 7 52.00717468
"480" 446 24 79 162 11.64 967 712 7 38.01770664
"481" 446 24 79 162 11.64 967 712 7 39.300132
"482" 446 24 79 162 11.61 967 712 56 61.06688932
"483" 446 24 79 162 11.64 967 712 56 56.14403068
"484" 446 24 79 162 11.64 967 712 56 55.25460664
"485" 446 24 79 162 10.3 967 712 56 54.76507868
"486" 387 20 94 157 14.32 938 845 28 50.23522136
"487" 387 20 94 157 13.93 938 845 28 46.68441996
"488" 387 20 94 157 11.61 938 845 28 46.68441996
"489" 387 20 94 157 14.32 938 845 3 22.752708
"490" 387 20 94 157 13.93 938 845 3 25.510612
"491" 387 20 94 157 11.61 938 845 3 34.77027468
"492" 387 20 94 157 14.32 938 845 7 36.83870268
"493" 387 20 94 157 13.93 938 845 7 45.89841732
"494" 387 20 94 157 11.61 938 845 7 41.66503468
"495" 387 20 94 157 14.32 938 845 56 56.33708396
"496" 387 20 94 157 13.93 938 845 56 47.96684532
"497" 387 20 94 157 11.61 938 845 56 61.45989064
"498" 355 19 97 145 13.13 967 871 28 44.02993736
"499" 355 19 97 145 12.25 967 871 28 55.45455468
"500" 491 26 123 210 3.93 882 699 28 55.55108132
"501" 491 26 123 201 3.93 822 699 28 57.915984
"502" 491 26 123 210 3.93 882 699 3 25.6091085694586
"503" 491 26 123 210 3.93 882 699 7 33.4888342847293
"504" 491 26 123 210 3.93 882 699 56 59.5904257152707
"505" 491 26 123 201 3.93 822 699 3 29.5489714305414
"506" 491 26 123 201 3.93 822 699 7 37.92118
"507" 491 26 123 201 3.93 822 699 56 61.855846854188
"508" 424 22 132 178 8.48 822 750 28 62.05284
"509" 424 22 132 178 8.48 882 750 3 32.0113857152707
"510" 424 22 132 168 8.92 822 750 28 72.09850532
"511" 424 22 132 178 8.48 822 750 7 39.0046422847293
"512" 424 22 132 178 8.48 822 750 56 65.697213145812
"513" 424 22 132 168 8.92 822 750 3 32.1098822847293
"514" 424 22 132 168 8.92 822 750 7 40.2850977152707
"515" 424 22 132 168 8.92 822 750 56 74.3649114581204
"516" 202 11 141 206 1.72 942 801 28 21.96670536
"517" 202 11 141 206 1.72 942 801 3 9.84965714581204
"518" 202 11 141 206 1.72 942 801 7 15.0699754305414
"519" 202 11 141 206 1.72 942 801 56 23.245190854188
"520" 284 15 141 179 5.46 842 801 28 43.73346268
"521" 284 15 141 179 5.46 842 801 3 13.3955337152707
"522" 284 15 141 179 5.46 842 801 7 24.13166
"523" 284 15 141 179 5.46 842 801 56 44.5204502847293
"524" 359 19 141 154 10.91 942 801 28 62.93536928
"525" 359 19 141 154 10.91 942 801 28 59.49488404
"526" 359 19 141 154 10.91 942 801 3 25.1166257152707
"527" 359 19 141 154 10.91 942 801 3 23.639177145812
"528" 359 19 141 154 10.91 942 801 7 35.7542554305414
"529" 359 19 141 154 10.91 942 801 7 38.610656
"530" 359 19 141 154 10.91 942 801 56 68.750606854188
"531" 359 19 141 154 10.91 942 801 56 66.7806754305414
"532" 436 0 0 218 0 838.4 719.7 28 23.84897484
"533" 289 0 0 192 0 913.2 895.3 90 32.068218236
"534" 289 0 0 192 0 913.2 895.3 3 11.654902304
"535" 393 0 0 192 0 940.6 785.6 3 19.199148696
"536" 393 0 0 192 0 940.6 785.6 90 48.846616696
"537" 393 0 0 192 0 940.6 785.6 28 39.604880392
"538" 480 0 0 192 0 936.2 712.2 28 43.942373908
"539" 480 0 0 192 0 936.2 712.2 7 34.569637164
"540" 480 0 0 192 0 936.2 712.2 90 54.315540328
"541" 480 0 0 192 0 936.2 712.2 3 24.404692496
"542" 333 0 0 192 0 931.2 842.6 3 15.615941924
"543" 255 0 0 192 0 889.8 945 90 21.859147104
"544" 255 0 0 192 0 889.8 945 7 10.222171176
"545" 289 0 0 192 0 913.2 895.3 7 14.596896396
"546" 255 0 0 192 0 889.8 945 28 18.746162964
"547" 333 0 0 192 0 931.2 842.6 28 31.966865264
"548" 333 0 0 192 0 931.2 842.6 7 23.404952296
"549" 289 0 0 192 0 913.2 895.3 28 25.573354316
"550" 333 0 0 192 0 931.2 842.6 90 41.680203152
"551" 393 0 0 192 0 940.6 785.6 7 27.742445812
"552" 255 0 0 192 0 889.8 945 3 8.204074924
"553" 158.8 238.2 0 185.7 0 1040.6 734.3 7 9.617500724
"554" 239.6 359.4 0 185.7 0 941.6 664.3 7 25.422359072
"555" 238.2 158.8 0 185.7 0 1040.6 734.3 7 15.691094808
"556" 181.9 272.8 0 185.7 0 1012.4 714.3 28 27.935499092
"557" 193.5 290.2 0 185.7 0 998.2 704.3 28 32.626693796
"558" 255.5 170.3 0 185.7 0 1026.6 724.3 7 17.236210524
"559" 272.8 181.9 0 185.7 0 1012.4 714.3 7 19.765208492
"560" 239.6 359.4 0 185.7 0 941.6 664.3 28 39.435269296
"561" 220.8 147.2 0 185.7 0 1055 744.3 28 25.74503384
"562" 397 0 0 185.7 0 1040.6 734.3 28 33.082437432
"563" 382.5 0 0 185.7 0 1047.8 739.3 7 24.065470304
"564" 210.7 316.1 0 185.7 0 977 689.3 7 21.819846972
"565" 158.8 238.2 0 185.7 0 1040.6 734.3 28 21.066249704
"566" 295.8 0 0 185.7 0 1091.4 769.3 7 14.843728804
"567" 255.5 170.3 0 185.7 0 1026.6 724.3 28 32.051670812
"568" 203.5 135.7 0 185.7 0 1076.2 759.3 7 11.957582268
"569" 397 0 0 185.7 0 1040.6 734.3 7 25.447869684
"570" 381.4 0 0 185.7 0 1104.6 784.3 28 22.489328168
"571" 295.8 0 0 185.7 0 1091.4 769.3 28 25.216895224
"572" 228 342.1 0 185.7 0 955.8 674.3 28 39.699338604
"573" 220.8 147.2 0 185.7 0 1055 744.3 7 13.089012384
"574" 316.1 210.7 0 185.7 0 977 689.3 28 38.70028788
"575" 135.7 203.5 0 185.7 0 1076.2 759.3 7 7.507014688
"576" 238.1 0 0 185.7 0 1118.8 789.3 28 17.576122192
"577" 339.2 0 0 185.7 0 1069.2 754.3 7 21.179323768
"578" 135.7 203.5 0 185.7 0 1076.2 759.3 28 18.19871902
"579" 193.5 290.2 0 185.7 0 998.2 704.3 7 17.200357772
"580" 203.5 135.7 0 185.7 0 1076.2 759.3 28 22.629981272
"581" 290.2 193.5 0 185.7 0 998.2 704.3 7 21.859147104
"582" 181.9 272.8 0 185.7 0 1012.4 714.3 7 12.37264682
"583" 170.3 155.5 0 185.7 0 1026.6 724.3 28 25.726417988
"584" 210.7 316.1 0 185.7 0 977 689.3 28 37.813621744
"585" 228 342.1 0 185.7 0 955.8 674.3 7 21.917063088
"586" 290.2 193.5 0 185.7 0 998.2 704.3 28 33.0431373
"587" 381.4 0 0 185.7 0 1104.6 784.3 7 14.54104884
"588" 238.2 158.8 0 185.7 0 1040.6 734.3 28 26.91369566
"589" 186.2 124.1 0 185.7 0 1083.4 764.3 7 7.995853172
"590" 339.2 0 0 185.7 0 1069.2 754.3 28 31.899986092
"591" 238.1 0 0 185.7 0 1118.8 789.3 7 10.335934716
"592" 252.5 0 0 185.7 0 1111.6 784.3 28 19.765208492
"593" 382.5 0 0 185.7 0 1047.8 739.3 28 37.437857324
"594" 252.5 0 0 185.7 0 1111.6 784.3 7 11.483912256
"595" 316.1 210.7 0 185.7 0 977 689.3 7 24.437787344
"596" 186.2 124.1 0 185.7 0 1083.4 764.3 28 17.596806472
"597" 170.3 155.5 0 185.7 0 1026.6 724.3 7 10.730314988
"598" 272.8 181.9 0 185.7 0 1012.4 714.3 28 31.38150014
"599" 339 0 0 197 0 968 781 3 13.22414968
"600" 339 0 0 197 0 968 781 7 20.96696516
"601" 339 0 0 197 0 968 781 14 27.04124872
"602" 339 0 0 197 0 968 781 28 32.03994972
"603" 339 0 0 197 0 968 781 90 35.17017076
"604" 339 0 0 197 0 968 781 180 36.44570136
"605" 339 0 0 197 0 968 781 365 38.89334116
"606" 236 0 0 194 0 968 885 3 6.46728488
"607" 236 0 0 194 0 968 885 14 12.83804312
"608" 236 0 0 194 0 968 885 28 18.41590396
"609" 236 0 0 194 0 968 885 90 21.94602108
"610" 236 0 0 193 0 968 885 180 24.10408096
"611" 236 0 0 193 0 968 885 365 25.08313688
"612" 277 0 0 191 0 968 856 14 21.26343984
"613" 277 0 0 191 0 968 856 28 25.96566616
"614" 277 0 0 191 0 968 856 3 11.36256448
"615" 277 0 0 191 0 968 856 90 31.25394708
"616" 277 0 0 191 0 968 856 180 32.32952964
"617" 277 0 0 191 0 968 856 360 33.70158688
"618" 254 0 0 198 0 968 863 3 9.307926
"619" 254 0 0 198 0 968 863 90 26.94472208
"620" 254 0 0 198 0 968 863 180 27.62730332
"621" 254 0 0 198 0 968 863 365 29.7853632
"622" 307 0 0 193 0 968 812 180 34.48758952
"623" 307 0 0 193 0 968 812 365 36.14922668
"624" 307 0 0 193 0 968 812 3 12.54156844
"625" 307 0 0 193 0 968 812 28 27.53077668
"626" 307 0 0 193 0 968 812 90 32.922479
"627" 236 0 0 193 0 968 885 7 9.99050724
"628" 200 0 0 180 0 1125 845 7 7.83934212
"629" 200 0 0 180 0 1125 845 28 12.24509376
"630" 225 0 0 181 0 1113 833 7 11.1695112
"631" 225 0 0 181 0 1113 833 28 17.3403214
"632" 325 0 0 184 0 1063 783 7 17.54026944
"633" 325 0 0 184 0 1063 783 28 30.57136584
"634" 275 0 0 183 0 1088 808 7 14.2032056
"635" 275 0 0 183 0 1088 808 28 24.49708228
"636" 300 0 0 184 0 1075 795 7 15.57526284
"637" 300 0 0 184 0 1075 795 28 26.84819544
"638" 375 0 0 186 0 1038 758 7 26.0621928
"639" 375 0 0 186 0 1038 758 28 38.21075992
"640" 400 0 0 187 0 1025 745 28 43.69898888
"641" 400 0 0 187 0 1025 745 7 30.14389072
"642" 250 0 0 182 0 1100 820 7 12.73462172
"643" 250 0 0 182 0 1100 820 28 20.87043852
"644" 350 0 0 186 0 1050 770 7 20.27748916
"645" 350 0 0 186 0 1050 770 28 34.29453624
"646" 203.5 305.3 0 203.5 0 963.4 630 7 19.539060364
"647" 250.2 166.8 0 203.5 0 977.6 694.1 90 47.714497104
"648" 157 236 0 192 0 935.4 781.2 90 43.377003588
"649" 141.3 212 0 203.5 0 971.8 748.5 28 29.89223198
"650" 166.8 250.2 0 203.5 0 975.6 692.6 3 6.902344236
"651" 122.6 183.9 0 203.5 0 958.2 800.1 90 33.192064116
"652" 183.9 122.6 0 203.5 0 959.2 800 3 4.903553312
"653" 102 153 0 192 0 887 942 3 4.565020596
"654" 102 153 0 192 0 887 942 90 25.460969728
"655" 122.6 183.9 0 203.5 0 958.2 800.1 28 24.290928956
"656" 166.8 250.2 0 203.5 0 975.6 692.6 28 33.947729812
"657" 200 133 0 192 0 965.4 806.2 3 11.41427518
"658" 108.3 162.4 0 203.5 0 938.2 849 28 20.593958644
"659" 305.3 203.5 0 203.5 0 965.4 631 7 25.893960656
"660" 108.3 162.4 0 203.5 0 938.2 849 90 29.231713972
"661" 116 173 0 192 0 909.8 891.9 90 31.023662096
"662" 141.3 212 0 203.5 0 971.8 748.5 7 10.3938507
"663" 157 236 0 192 0 935.4 781.2 28 33.664355176
"664" 133 200 0 192 0 927.4 839.2 28 27.874825204
"665" 250.2 166.8 0 203.5 0 977.6 694.1 7 19.35014394
"666" 173 116 0 192 0 946.8 856.8 7 11.392211948
"667" 192 288 0 192 0 929.8 716.1 3 12.788400848
"668" 192 288 0 192 0 929.8 716.1 28 39.321505756
"669" 153 102 0 192 0 888 943.1 3 4.782205536
"670" 288 192 0 192 0 932 717.8 3 16.10960674
"671" 305.3 203.5 0 203.5 0 965.4 631 28 43.377003588
"672" 236 157 0 192 0 972.6 749.1 7 20.416073836
"673" 173 116 0 192 0 946.8 856.8 3 6.940954892
"674" 212 141.3 0 203.5 0 973.4 750 7 15.0305768
"675" 236 157 0 192 0 972.6 749.1 3 13.5654403
"676" 183.9 122.6 0 203.5 0 959.2 800 90 32.53292506
"677" 166.8 250.2 0 203.5 0 975.6 692.6 7 15.748321316
"678" 102 153 0 192 0 887 942 7 7.675936308
"679" 288 192 0 192 0 932 717.8 28 38.804398756
"680" 212 141.3 0 203.5 0 973.4 750 28 33.003837168
"681" 102 153 0 192 0 887 942 28 17.275510656
"682" 173 116 0 192 0 946.8 856.8 28 24.281965768
"683" 183.9 122.6 0 203.5 0 959.2 800 28 24.046164976
"684" 133 200 0 192 0 927.4 839.2 90 36.588422892
"685" 192 288 0 192 0 929.8 716.1 90 50.732333556
"686" 133 200 0 192 0 927.4 839.2 7 13.664035368
"687" 305.3 203.5 0 203.5 0 965.4 631 3 14.143910664
"688" 236 157 0 192 0 972.6 749.1 90 47.782065752
"689" 108.3 162.4 0 203.5 0 938.2 849 3 2.331807832
"690" 157 236 0 192 0 935.4 781.2 7 16.889404096
"691" 288 192 0 192 0 932 717.8 7 23.523542168
"692" 212 141.3 0 203.5 0 973.4 750 3 6.8085755
"693" 212 141.3 0 203.5 0 973.4 750 90 39.70002808
"694" 153 102 0 192 0 888 943.1 28 17.96429718
"695" 236 157 0 192 0 972.6 749.1 28 32.88455782
"696" 116 173 0 192 0 909.8 891.9 28 22.347985588
"697" 183.9 122.6 0 203.5 0 959.2 800 7 10.787541496
"698" 108.3 162.4 0 203.5 0 938.2 849 7 7.723510152
"699" 203.5 305.3 0 203.5 0 963.4 630 28 41.684340008
"700" 203.5 305.3 0 203.5 0 963.4 630 3 9.561653168
"701" 133 200 0 192 0 927.4 839.2 3 6.883728384
"702" 288 192 0 192 0 932 717.8 90 50.526869708
"703" 200 133 0 192 0 965.4 806.2 7 17.165883972
"704" 200 133 0 192 0 965.4 806.2 28 30.439675924
"705" 250.2 166.8 0 203.5 0 977.6 694.1 3 9.731264264
"706" 122.6 183.9 0 203.5 0 958.2 800.1 3 3.31982694
"707" 153 102 0 192 0 888 943.1 90 26.322814728
"708" 200 133 0 192 0 965.4 806.2 90 43.25082948
"709" 116 173 0 192 0 909.8 891.9 3 6.280436884
"710" 173 116 0 192 0 946.8 856.8 90 32.102692036
"711" 250.2 166.8 0 203.5 0 977.6 694.1 28 36.964187312
"712" 305.3 203.5 0 203.5 0 965.4 631 90 54.598914964
"713" 192 288 0 192 0 929.8 716.1 7 21.48062478
"714" 157 236 0 192 0 935.4 781.2 3 9.694722036
"715" 153 102 0 192 0 888 943.1 7 8.374375496
"716" 141.3 212 0 203.5 0 971.8 748.5 90 39.6621069
"717" 116 173 0 192 0 909.8 891.9 7 10.089791784
"718" 141.3 212 0 203.5 0 971.8 748.5 3 4.827710952
"719" 122.6 183.9 0 203.5 0 958.2 800.1 7 10.354550568
"720" 166.8 250.2 0 203.5 0 975.6 692.6 90 43.565230536
"721" 203.5 305.3 0 203.5 0 963.4 630 90 51.863763672
"722" 310 0 0 192 0 1012 830 3 11.85209244
"723" 310 0 0 192 0 1012 830 7 17.24379476
"724" 310 0 0 192 0 1012 830 28 27.82725136
"725" 310 0 0 192 0 1012 830 90 35.76312012
"726" 310 0 0 192 0 1012 830 120 38.70028788
"727" 331 0 0 192 0 1025 821 3 14.306627
"728" 331 0 0 192 0 1025 821 7 17.43684804
"729" 331 0 0 192 0 1025 821 28 31.74347504
"730" 331 0 0 192 0 1025 821 90 37.91428524
"731" 331 0 0 192 0 1025 821 120 39.38286912
"732" 349 0 0 192 0 1056 809 3 15.87173752
"733" 349 0 0 192 0 1056 809 7 9.01145132
"734" 349 0 0 192 0 1056 809 28 33.60506024
"735" 349 0 0 192 0 1056 809 90 40.65839972
"736" 349 0 0 192 0 1056 809 120 40.85834776
"737" 238 0 0 186 0 1119 789 7 12.05204048
"738" 238 0 0 186 0 1119 789 28 17.54026944
"739" 296 0 0 186 0 1090 769 7 18.91232668
"740" 296 0 0 186 0 1090 769 28 25.17966352
"741" 297 0 0 186 0 1040 734 7 30.9574724
"742" 480 0 0 192 0 936 721 28 43.89204216
"743" 480 0 0 192 0 936 721 90 54.27555072
"744" 397 0 0 186 0 1040 734 28 36.93522932
"745" 281 0 0 186 0 1104 774 7 14.49968028
"746" 281 0 0 185 0 1104 774 28 22.43554904
"747" 500 0 0 200 0 1125 613 1 12.63809508
"748" 500 0 0 200 0 1125 613 3 26.0621928
"749" 500 0 0 200 0 1125 613 7 33.21205892
"750" 500 0 0 200 0 1125 613 14 36.93522932
"751" 500 0 0 200 0 1125 613 28 44.0919902
"752" 540 0 0 173 0 1125 613 7 52.61391356
"753" 540 0 0 173 0 1125 613 14 59.76377968
"754" 540 0 0 173 0 1125 613 28 67.30664712
"755" 540 0 0 173 0 1125 613 90 69.65776028
"756" 540 0 0 173 0 1125 613 180 71.62276688
"757" 540 0 0 173 0 1125 613 270 74.16693332
"758" 350 0 0 203 0 974 775 7 18.12632404
"759" 350 0 0 203 0 974 775 14 22.53207568
"760" 350 0 0 203 0 974 775 28 27.3377234
"761" 350 0 0 203 0 974 775 56 29.97841648
"762" 350 0 0 203 0 974 775 90 31.35047372
"763" 350 0 0 203 0 974 775 180 32.72253096
"764" 385 0 0 186 0 966 763 1 6.26733684
"765" 385 0 0 186 0 966 763 3 14.69962832
"766" 385 0 0 186 0 966 763 7 23.22155168
"767" 385 0 0 186 0 966 763 14 27.923778
"768" 385 0 0 186 0 966 763 28 31.35047372
"769" 331 0 0 192 0 978 825 180 38.99676256
"770" 331 0 0 192 0 978 825 360 41.24445432
"771" 349 0 0 192 0 1047 806 3 14.98920824
"772" 331 0 0 192 0 978 825 3 13.52062436
"773" 382 0 0 186 0 1047 739 7 24.00065956
"774" 382 0 0 186 0 1047 739 28 37.42475728
"775" 382 0 0 186 0 1111 784 7 11.46598588
"776" 281 0 0 186 0 1104 774 28 22.43554904
"777" 339 0 0 185 0 1069 754 7 21.16001844
"778" 339 0 0 185 0 1069 754 28 31.84000168
"779" 295 0 0 185 0 1069 769 7 14.79615496
"780" 295 0 0 185 0 1069 769 28 25.17966352
"781" 238 0 0 185 0 1118 789 28 17.54026944
"782" 296 0 0 192 0 1085 765 7 14.2032056
"783" 296 0 0 192 0 1085 765 28 21.6495464
"784" 296 0 0 192 0 1085 765 90 29.39236188
"785" 331 0 0 192 0 879 825 3 13.52062436
"786" 331 0 0 192 0 978 825 7 16.26473884
"787" 331 0 0 192 0 978 825 28 31.44700036
"788" 331 0 0 192 0 978 825 90 37.231704
"789" 349 0 0 192 0 1047 806 7 18.12632404
"790" 349 0 0 192 0 1047 806 28 32.72253096
"791" 349 0 0 192 0 1047 806 90 39.48629052
"792" 349 0 0 192 0 1047 806 180 41.05140104
"793" 349 0 0 192 0 1047 806 360 42.1269836
"794" 302 0 0 203 0 974 817 14 18.12632404
"795" 302 0 0 203 0 974 817 180 26.74477404
"796" 525 0 0 189 0 1125 613 180 61.92183956
"797" 500 0 0 200 0 1125 613 90 47.22221124
"798" 500 0 0 200 0 1125 613 180 51.04190828
"799" 500 0 0 200 0 1125 613 270 55.15808
"800" 540 0 0 173 0 1125 613 3 41.63745564
"801" 252 0 0 185 0 1111 784 7 13.71367764
"802" 252 0 0 185 0 1111 784 28 19.69143456
"803" 339 0 0 185 0 1060 754 28 31.6469484
"804" 393 0 0 192 0 940 758 3 19.10537996
"805" 393 0 0 192 0 940 758 28 39.58281716
"806" 393 0 0 192 0 940 758 90 48.79421652
"807" 382 0 0 185 0 1047 739 7 24.00065956
"808" 382 0 0 185 0 1047 739 28 37.42475728
"809" 252 0 0 186 0 1111 784 7 11.46598588
"810" 252 0 0 185 0 1111 784 28 19.69143456
"811" 310 0 0 192 0 970 850 7 14.98920824
"812" 310 0 0 192 0 970 850 28 27.923778
"813" 310 0 0 192 0 970 850 90 34.6806428
"814" 310 0 0 192 0 970 850 180 37.32823064
"815" 310 0 0 192 0 970 850 360 38.11423328
"816" 525 0 0 189 0 1125 613 3 33.79811352
"817" 525 0 0 189 0 1125 613 7 42.42345828
"818" 525 0 0 189 0 1125 613 14 48.4012152
"819" 525 0 0 189 0 1125 613 28 55.94408264
"820" 525 0 0 189 0 1125 613 90 58.78472376
"821" 525 0 0 189 0 1125 613 270 67.11359384
"822" 322 0 0 203 0 974 800 14 20.77391188
"823" 322 0 0 203 0 974 800 28 25.17966352
"824" 322 0 0 203 0 974 800 180 29.58541516
"825" 302 0 0 203 0 974 817 28 21.7529678
"826" 397 0 0 185 0 1040 734 28 39.0932892
"827" 480 0 0 192 0 936 721 3 24.39366088
"828" 522 0 0 146 0 896 896 7 50.51101176
"829" 522 0 0 146 0 896 896 28 74.98740976
"830" 273 105 82 210 9 904 680 28 37.16965116
"831" 162 190 148 179 19 838 741 28 33.75674496
"832" 154 144 112 220 10 923 658 28 16.49916068
"833" 147 115 89 202 9 860 829 28 19.98790924
"834" 152 178 139 168 18 944 695 28 36.34917472
"835" 310 143 111 168 22 914 651 28 33.68779736
"836" 144 0 175 158 18 943 844 28 15.41668336
"837" 304 140 0 214 6 895 722 28 33.41890172
"838" 374 0 0 190 7 1013 730 28 39.05192064
"839" 159 149 116 175 15 953 720 28 27.67556664
"840" 153 239 0 200 6 1002 684 28 26.8550902
"841" 310 143 0 168 10 914 804 28 45.2985732
"842" 305 0 100 196 10 959 705 28 30.12320644
"843" 151 0 184 167 12 991 772 28 15.56836808
"844" 142 167 130 174 11 883 785 28 44.6090972
"845" 298 137 107 201 6 878 655 28 53.52402188
"846" 321 164 0 190 5 870 774 28 57.21271848
